idx,tipo,pregunta,respuesta_gold,respuesta_modelo,score,rule,latency_s,finish_reason,safety_flags
508,P6,Dime alguna editorial que haya publicado el libro Doctor Pascal,Independently Published,"El libro ""Doctor Pascal"" (originalmente ""The Doctor Pascal"") de **Annie Besant** ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes idiomas.

Sin embargo, una de las editoriales más destacadas y asociadas con la publicación de obras de Annie Besant, incluyendo ""Doctor Pascal"", es:

*   **Theosophical Publishing House:** Esta editorial está intrínsecamente ligada a la Sociedad Teosófica, de la cual Annie Besant fue una figura prominente. Han publicado muchas de sus obras y son una fuente confiable para encontrar sus escritos.

Es posible que encuentres ediciones de ""Doctor Pascal"" publicadas por otras editoriales, especialmente en traducciones o ediciones más recientes. Si buscas una edición específica o en un idioma particular, te recomendaría buscar en librerías en línea o bases de datos de libros utilizando el título y el autor.",0,contains(any(editoriales)),1.635,1,
509,P6,Dime alguna editorial que haya publicado el libro La Guerre Du Sommeil,Editions Verdier,"El libro ""La Guerre Du Sommeil"" (La Guerra del Sueño) fue publicado por la editorial **Éditions du Seuil** en Francia.",0,contains(any(editoriales)),1.632,1,
510,P6,Dime alguna editorial que haya publicado el libro Suske en Wiske De Straatridder,Standaard Uitgeverij,"El libro ""Suske en Wiske: De Straatridder"" (en neerlandés) fue publicado por la editorial **Standaard Uitgeverij**.

Esta es la editorial principal y más conocida que publica las aventuras de Suske y Wiske en su idioma original.",1,contains(any(editoriales)),2.592,1,
511,P6,Dime alguna editorial que haya publicado el libro Virvlar och spår,Bonniers,"El libro ""Virvlar och spår"" fue publicado por la editorial **Albert Bonniers Förlag**.",1,contains(any(editoriales)),2.454,1,
512,P6,Dime alguna editorial que haya publicado el libro Philosophical Anthropology,"De Gruyter, Inc., Ontos Verlag, de Gruyter GmbH, Walter","Claro, el libro ""Philosophical Anthropology"" ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes ediciones. Para darte una respuesta más precisa, necesitaría saber si te refieres a un autor específico o a una edición en particular.

Sin embargo, te puedo mencionar algunas editoriales que son conocidas por publicar obras en el campo de la filosofía y que es muy probable que hayan publicado o publiquen libros sobre Antropología Filosófica:

*   **Cambridge University Press:** Es una editorial académica de renombre mundial que publica una gran cantidad de trabajos en filosofía.
*   **Oxford University Press:** Similar a Cambridge, es otra editorial académica muy importante con un extenso catálogo filosófico.
*   **Routledge:** Otra editorial académica muy activa en el campo de las humanidades y las ciencias sociales, incluyendo la filosofía.
*   **Springer:** Publica una gran cantidad de libros y revistas académicas, incluyendo trabajos en filosofía.
*   **Wiley-Blackwell:** Una editorial importante que cubre una amplia gama de disciplinas académicas, incluida la filosofía.
*   **Herder:** Una editorial con una larga trayectoria en la publicación de obras filosóficas y teológicas, especialmente en español.
*   **Alianza Editorial:** Una editorial española muy reconocida que publica una amplia gama de libros, incluyendo filosofía.
*   **Fondo de Cultura Económica (FCE):** Una editorial latinoamericana muy importante que publica obras de gran calidad en diversas áreas del conocimiento, incluida la filosofía.

**Para encontrar la editorial específica de una edición que te interese, te recomiendo:**

1.  **Buscar por autor:** Si conoces al autor del libro ""Philosophical Anthropology"" que te interesa, busca su nombre junto con el título del libro en Google Books, Amazon o en el catálogo de bibliotecas universitarias. Esto te mostrará las diferentes ediciones y sus editoriales.
2.  **Consultar bases de datos académicas:** Si tienes acceso a bases de datos como JSTOR, PhilPapers, o Google Scholar, puedes buscar el título del libro y ver las diferentes publicaciones y editoriales asociadas.

Espero que esta información te sea útil. Si puedes proporcionar más detalles sobre el libro que buscas, podré darte una respuesta más específica.",1,contains(any(editoriales)),42.26,1,
513,P6,Dime alguna editorial que haya publicado el libro Lexikon der nervigsten Dinge und ätzendsten Typen,Droemer Knaur,"El libro ""Lexikon der nervigsten Dinge und ätzendsten Typen"" fue publicado por la editorial **Ullstein Buchverlage**.

Más específicamente, dentro de Ullstein, suele ser publicado bajo el sello **Ullstein Taschenbuchverlag**, que se enfoca en ediciones de bolsillo.",0,contains(any(editoriales)),1.111,1,
514,P6,Dime alguna editorial que haya publicado el libro Parientes Pobres Del Diablo / Poor Relations of the Devil,TusQuets,"El libro ""Parientes Pobres del Diablo"" (título original ""Poor Relations of the Devil"") de **William Trevor** ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes países.

Para darte una respuesta más precisa, necesitaría saber si te refieres a una edición específica (por ejemplo, en español o en inglés) o a una edición de un país en particular.

Sin embargo, te puedo mencionar algunas editoriales que han publicado obras de William Trevor, y es muy probable que alguna de ellas haya publicado ""Parientes Pobres del Diablo"":

*   **En español:**
    *   **Anagrama:** Es una editorial muy conocida por publicar a autores de renombre internacional, y ha publicado varias obras de William Trevor en español. Es una candidata muy fuerte.
    *   **Alianza Editorial:** Otra editorial importante en el panorama literario español que podría haber publicado este título.

*   **En inglés (editoriales originales o de reediciones):**
    *   **Penguin Books / Viking Press:** Estas son editoriales muy comunes para la publicación de autores británicos como William Trevor.
    *   **Farrar, Straus and Giroux:** Otra editorial estadounidense importante que ha publicado a Trevor.

**Para estar seguro, te recomiendo que busques en:**

*   **Catálogos de librerías online:** Busca ""Parientes Pobres del Diablo"" o ""Poor Relations of the Devil"" en librerías como Amazon, Casa del Libro, Fnac, etc. La información de la editorial suele estar claramente indicada.
*   **Bases de datos literarias:** Sitios como Goodreads o Wikipedia a menudo listan las editoriales de las diferentes ediciones de un libro.

Si me puedes dar más detalles sobre la edición que buscas, podré ser más específico.",0,contains(any(editoriales)),4.964,1,
515,P6,Dime alguna editorial que haya publicado el libro Róza Palatynu,Wydaw. literackie,"El libro ""Roza Palatynu"" (o ""Roza, la niña de los ojos tristes"") ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes países.

Sin embargo, una de las editoriales más reconocidas y que ha publicado este libro en español es:

*   **Editorial Juventud:** Esta editorial española ha publicado varias ediciones de ""Roza Palatynu"", siendo una de las más accesibles y conocidas para el público hispanohablante.

Es posible que existan otras editoriales que lo hayan publicado en otros idiomas o en ediciones más antiguas o específicas. Si buscas una edición en particular, te recomiendo que especifiques el idioma o el país de tu interés.",0,contains(any(editoriales)),1.523,1,
516,P6,Dime alguna editorial que haya publicado el libro The church and the left,University of Chicago Press,"El libro ""The Church and the Left"" ha sido publicado por varias editoriales a lo largo del tiempo, dependiendo de la edición y el idioma. Sin embargo, la editorial más destacada y asociada con la publicación original en inglés es:

*   **The Seabury Press**

Esta fue la editorial que publicó la edición original en inglés del libro.

Es posible que existan otras ediciones o traducciones publicadas por editoriales diferentes. Si buscas una edición específica o en otro idioma, podría ser útil especificarlo.",0,contains(any(editoriales)),2.81,1,
517,P6,Dime alguna editorial que haya publicado el libro EL UNIVERSO DE ALFRED HITCHCOCK 2ª EDICIÓN,Notorious Ediciones,"La editorial que publicó ""El Universo de Alfred Hitchcock 2ª Edición"" es **Ediciones JC**.",0,contains(any(editoriales)),2.463,1,
518,P6,Dime alguna editorial que haya publicado el libro HBR's 10 Must Reads on Managing Yourself,Harvard Business Review Press,"El libro ""HBR's 10 Must Reads on Managing Yourself"" es una compilación de artículos de la **Harvard Business Review (HBR)**.

Por lo tanto, la editorial que publica este libro es **Harvard Business Review Press**.",1,contains(any(editoriales)),2.572,1,
519,P6,Dime alguna editorial que haya publicado el libro Dom. Cz. 2,Muza,"El libro ""Dom. Cz. 2"" fue publicado por la editorial **Ediciones B**.",0,contains(any(editoriales)),2.205,1,
520,P6,Dime alguna editorial que haya publicado el libro Przyszłego roku w jeruzalem,Wydawnictwo,"El libro ""Przyszłego roku w Jerozolimie"" (El año que viene en Jerusalén) fue publicado por la editorial **Agora SA** en Polonia.",0,contains(any(editoriales)),40.427,1,
521,P6,"Dime alguna editorial que haya publicado el libro Little Red Hen, the (Favourite Tales Collection)",Ladybird Books,"El libro ""Little Red Hen (Favourite Tales Collection)"" ha sido publicado por varias editoriales a lo largo del tiempo, ya que es un cuento clásico que se reimprime con frecuencia en diferentes colecciones.

Sin embargo, una editorial muy conocida y que ha publicado versiones de ""The Little Red Hen"" dentro de colecciones de cuentos clásicos es **Usborne**.

Usborne es famosa por sus libros infantiles de alta calidad, con ilustraciones atractivas y textos adaptados para niños. Es muy probable que la versión que buscas, especialmente si es una ""Favourite Tales Collection"", sea de Usborne.

Si tienes el libro en tus manos, puedes verificar la editorial en la portada, la contraportada o en la página de derechos de autor (generalmente al principio del libro).",0,contains(any(editoriales)),3.438,1,
522,P6,Dime alguna editorial que haya publicado el libro The Kill Call,Harper,"El libro ""The Kill Call"" de **W.E.B. Griffin** ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes formatos.

La editorial principal y más recurrente para la serie ""Badge of Honor"" (a la que pertenece ""The Kill Call"") es **G.P. Putnam's Sons**.

Sin embargo, también es posible encontrarlo publicado por:

*   **Berkley Books**: A menudo para ediciones en rústica o reimpresiones.
*   **Audible**: Para la versión en audiolibro.

Si buscas una edición específica, te recomiendo que revises la información de la edición que te interese en tiendas online como Amazon, Goodreads, o en el sitio web de la editorial G.P. Putnam's Sons.",0,contains(any(editoriales)),4.292,1,
523,P6,Dime alguna editorial que haya publicado el libro Basic Income,Harvard University Press,"El libro ""Basic Income"" de Guy Standing ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes formatos. Aquí te menciono algunas de las más destacadas:

*   **Penguin Books (Reino Unido):** Esta es una de las ediciones más conocidas y accesibles del libro. La versión de tapa blanda y tapa dura suele ser publicada por Penguin Books.

*   **Bloomsbury Academic:** Esta editorial académica también ha publicado el libro, a menudo en ediciones más orientadas a un público universitario o de investigación.

*   **Yale University Press:** En algunos mercados, especialmente en Estados Unidos, Yale University Press ha sido la editorial encargada de su publicación.

**Para ser más específico, si buscas una edición en particular, te recomiendo:**

*   **Verificar la edición que te interesa:** Si viste el libro en una librería o en línea, la editorial estará claramente indicada en la portada o en la página de detalles del producto.
*   **Buscar en plataformas de venta de libros:** Sitios como Amazon, Google Books, o las páginas web de las editoriales mencionadas te mostrarán las diferentes ediciones disponibles y sus editoriales correspondientes.

En resumen, **Penguin Books** es una editorial muy común para ""Basic Income"", pero **Bloomsbury Academic** y **Yale University Press** también son editoriales importantes que lo han publicado.",0,contains(any(editoriales)),2.741,1,
524,P6,"Dime alguna editorial que haya publicado el libro Henrik Gabriel Porthan, Peter Frederik Suhm, Rasmus Nyerup","Det Danske sprog- og iitteraturselskab, Det danske Sprog- og Litteraturselskab","Es un poco complicado darte una única editorial que haya publicado a los tres autores que mencionas (Henrik Gabriel Porthan, Peter Frederik Suhm y Rasmus Nyerup) de forma conjunta en una misma obra o colección.

Estos autores son figuras importantes de la historiografía y la filología nórdica, y sus obras fueron publicadas en diferentes épocas y por distintas editoriales, a menudo en sus países de origen (principalmente Dinamarca y Suecia).

Sin embargo, puedo darte algunas pistas y editoriales que han estado involucradas en la publicación de obras relacionadas con ellos o que podrían haber publicado ediciones de sus trabajos:

*   **Editoriales Académicas y Universitarias:** Dado el carácter académico de sus trabajos, es muy probable que sus obras hayan sido publicadas por editoriales universitarias o especializadas en humanidades.
    *   **En Dinamarca:**
        *   **Det Kongelige Danske Videnskabernes Selskab (La Real Academia Danesa de Ciencias y Letras):** Esta institución ha publicado muchas obras académicas importantes, incluyendo trabajos de historiadores y filólogos daneses. Es posible que hayan publicado ediciones o estudios sobre Suhm y Nyerup.
        *   **Universidades Danesas:** Las editoriales asociadas a universidades como la Universidad de Copenhague (Københavns Universitet) son candidatas probables.
    *   **En Suecia:**
        *   **Kungliga Vitterhets Historie och Antikvitets Akademien (La Real Academia Sueca de Historia, Literatura y Antigüedades):** Similar a su contraparte danesa, esta academia ha sido un importante editor de trabajos académicos suecos. Porthan, siendo finlandés pero muy influyente en el ámbito nórdico, podría haber tenido publicaciones relacionadas con esta academia o editoriales suecas.
        *   **Universidades Suecas:** Las editoriales de universidades como la Universidad de Uppsala (Uppsala universitet) o la Universidad de Lund (Lunds universitet) son también posibles.

*   **Editoriales Históricas y de Clásicos:** En ocasiones, editoriales más generales o especializadas en la publicación de textos clásicos o históricos pueden haber sacado ediciones de sus obras, especialmente si se consideran fundamentales para la cultura nórdica.

**Para encontrar ediciones específicas, te recomiendo:**

1.  **Buscar por autor individual:** Lo más efectivo es buscar por cada",0,contains(any(editoriales)),3.842,2,
525,P6,Dime alguna editorial que haya publicado el libro Das grosse Roda Roda Album,Österreichische Staatsdruckerei,"El libro ""Das grosse Roda Roda Album"" fue publicado por la editorial **Ullstein Verlag**.",0,contains(any(editoriales)),0.639,1,
526,P6,Dime alguna editorial que haya publicado el libro Geometrie der Töne. Elemente der Mathematischen Musiktheorie,Birkhäuser Verlag,"El libro ""Geometrie der Töne. Elemente der Mathematischen Musiktheorie"" fue publicado por la editorial **B. Schott's Söhne**.

Esta es una editorial alemana muy reconocida, especialmente en el ámbito de la música.",0,contains(any(editoriales)),2.316,1,
527,P6,Dime alguna editorial que haya publicado el libro Cave canem,Hobby & work,"El libro ""Cave Canem"" ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes formatos. Para darte una respuesta más precisa, necesitaría saber a qué edición o versión específica de ""Cave Canem"" te refieres.

Sin embargo, te puedo mencionar algunas editoriales que han estado involucradas en la publicación de obras con este título o relacionadas con él:

*   **Ediciones B:** Esta editorial ha publicado una novela titulada ""Cave Canem"" de la autora **Laura Gallego García**. Esta es una de las ediciones más conocidas y populares.

*   **Otras editoriales:** Dependiendo de si te refieres a una obra literaria, un estudio académico, o incluso una publicación más antigua o de nicho, podrían haber otras editoriales involucradas.

**Para poder ayudarte mejor, por favor, especifica:**

*   **¿Te refieres a la novela de Laura Gallego García?**
*   **¿Tienes información sobre el autor o el año de publicación?**
*   **¿Es un libro de ficción, ensayo, o de otro género?**

Con más detalles, podré darte una respuesta más exacta.",0,contains(any(editoriales)),3.469,1,
528,P6,Dime alguna editorial que haya publicado el libro Jonas och draken,"Askild & Kärnekull, Seelig]","El libro ""Jonas och draken"" (Jonas y el dragón) ha sido publicado por varias editoriales a lo largo del tiempo, dependiendo de la edición y el país. Sin embargo, la editorial más comúnmente asociada con este libro y que lo ha publicado en múltiples ocasiones es:

*   **Bonnier Carlsen:** Esta es una de las editoriales más importantes de Suecia y ha publicado varias ediciones de ""Jonas och draken"".

Es posible que otras editoriales hayan publicado el libro en diferentes idiomas o en ediciones más antiguas. Si buscas una edición específica o en un idioma particular, podría ser útil investigar un poco más.",0,contains(any(editoriales)),39.94,1,
529,P6,Dime alguna editorial que haya publicado el libro El futuro no es lo que era,Aguilar,"El libro ""El futuro no es lo que era"" de **Javier Marías** ha sido publicado por varias editoriales a lo largo de su trayectoria. Las más destacadas son:

*   **Alfaguara:** Esta es la editorial que ha publicado la mayor parte de la obra de Javier Marías, incluyendo ""El futuro no es lo que era"".

Es posible que en ediciones anteriores o en colecciones específicas haya aparecido bajo otros sellos, pero **Alfaguara** es la referencia principal para este título.",0,contains(any(editoriales)),2.764,1,
530,P6,Dime alguna editorial que haya publicado el libro THOMAS HARDY,VIKING,"Claro, Thomas Hardy ha sido publicado por una gran cantidad de editoriales a lo largo del tiempo y en diferentes países. Aquí te menciono algunas de las editoriales más destacadas que han publicado sus obras, tanto en inglés como en traducciones al español:

**Editoriales en inglés (originales y ediciones importantes):**

*   **Macmillan Publishers:** Fue una de las editoriales principales de Hardy en su época, publicando muchas de sus novelas y poemas.
*   **Chatto & Windus:** Otra editorial importante que publicó varias de sus obras.
*   **Penguin Books:** Conocida por sus ediciones asequibles y de gran distribución, Penguin ha publicado numerosas ediciones de bolsillo de las obras de Hardy.
*   **Oxford University Press (OUP):** Publica ediciones académicas y críticas de sus obras, a menudo con extensos comentarios y notas.
*   **Everyman's Library:** Ofrece ediciones clásicas y bien presentadas de obras literarias, incluyendo las de Hardy.
*   **Wordsworth Editions:** Similar a Penguin, ofrece ediciones económicas y accesibles.

**Editoriales en español (traducciones):**

Las traducciones de Thomas Hardy han sido publicadas por diversas editoriales en el mundo hispanohablante. Aquí tienes algunas de las más relevantes:

*   **Alianza Editorial:** Es una editorial muy activa en la publicación de clásicos de la literatura universal, y ha publicado varias obras de Hardy en sus colecciones.
*   **Edhasa:** Otra editorial con un catálogo sólido de literatura clásica y contemporánea, que ha incluido títulos de Hardy.
*   **Cátedra:** Conocida por sus ediciones críticas y académicas, Cátedra ha publicado obras de Hardy con introducciones y notas detalladas.
*   **Debolsillo:** Parte del grupo Penguin Random House, Debolsillo ofrece ediciones asequibles y populares de clásicos, incluyendo a Hardy.
*   **Austral (Editorial Espasa):** Una colección clásica de Espasa que ha albergado obras de Hardy.
*   **Acantilado:** Una editorial que se caracteriza por la calidad de sus traducciones y ediciones, y ha publicado obras de Hardy.
*   **Lumen:** Ha publicado títulos de Hardy, a menudo en ediciones cuidadas.
*   **Planeta:** En ocasiones, Planeta ha incluido obras de Hardy en sus colecciones de clásicos.

**Para encontrar",0,contains(any(editoriales)),5.858,2,
531,P6,Dime alguna editorial que haya publicado el libro A critical edition of the theatrical works of Góngora,National Library of Canada,"La editorial que publicó la edición crítica de las obras teatrales de Góngora es **Ediciones Cátedra**.

La obra se titula: **""Obras completas. Teatro""** y está editada por **Brian J. Dendle**.",0,contains(any(editoriales)),0.989,1,
532,P6,Dime alguna editorial que haya publicado el libro Novelle per Marzia Leonarda,Marsilio Editori,"El libro ""Novelle per Marzia"" de Leonardo Sciascia fue publicado originalmente por la editorial **Einaudi**.

Es importante notar que, con el tiempo, otros editores pueden haber reeditado o publicado versiones posteriores del libro, pero la publicación original y más reconocida es la de Einaudi.",0,contains(any(editoriales)),2.121,1,
533,P6,"Dime alguna editorial que haya publicado el libro Wolken, Heim",Philipp Reclam jun.,"El libro ""Wolken, Heim"" de **Thomas Bernhard** ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes idiomas.

Sin embargo, la editorial más destacada y asociada a la publicación original en alemán, y que ha mantenido una fuerte presencia en la difusión de su obra, es:

*   **Suhrkamp Verlag (Alemania):** Esta es la editorial principal y más reconocida por publicar la obra de Thomas Bernhard, incluyendo ""Wolken, Heim"".

Si estás buscando una edición específica, es posible que encuentres traducciones o ediciones posteriores publicadas por otras editoriales en diferentes países. Pero si te refieres a la publicación original y la editorial más emblemática, **Suhrkamp Verlag** es la respuesta.",0,contains(any(editoriales)),3.441,1,
534,P6,Dime alguna editorial que haya publicado el libro Estudos sobre concessões e outros actos da administração,Almedina,"El libro ""Estudos sobre concessões e outros actos da administração"" ha sido publicado por la editorial **Coimbra Editora**.",0,contains(any(editoriales)),1.803,1,
535,P6,"Dime alguna editorial que haya publicado el libro Deutsche Erzaehler des 20. Jahrhunderts, Band 2, Von Arthur Schnitzler bis Robert Musil",Manesse-Verlag,"El libro ""Deutsche Erzaehler des 20. Jahrhunderts, Band 2, Von Arthur Schnitzler bis Robert Musil"" fue publicado por la editorial **Deutscher Taschenbuch Verlag (dtv)**.

Es una colección muy conocida y apreciada de relatos de autores alemanes del siglo XX.",0,contains(any(editoriales)),2.448,1,
536,P6,Dime alguna editorial que haya publicado el libro Frank Heller som radiodramatiker,Pelotard Press,"El libro ""Frank Heller som radiodramatiker"" fue publicado por la editorial **Albert Bonniers Förlag**.",0,contains(any(editoriales)),40.191,1,
537,P6,Dime alguna editorial que haya publicado el libro New mission for a new people,Friendship Press,"El libro ""New Mission for a New People"" fue publicado por la editorial **The Westminster Press**.",0,contains(any(editoriales)),2.712,1,
538,P6,Dime alguna editorial que haya publicado el libro Three Films,Faber and Faber,"El libro ""Three Films"" de **Jean-Luc Godard** ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes ediciones.

Una de las editoriales más destacadas que ha publicado ""Three Films"" es **Farrar, Straus and Giroux**. Esta editorial estadounidense es conocida por publicar obras literarias y de cine de gran calidad.

También es posible encontrar ediciones de ""Three Films"" publicadas por otras editoriales, especialmente en traducciones a diferentes idiomas o en colecciones específicas.

Si buscas una edición en particular o una traducción específica, te recomendaría que busques en bases de datos de libros como:

*   **Amazon:** Suele tener una amplia variedad de ediciones y vendedores.
*   **Abebooks:** Especializada en libros de segunda mano y difíciles de encontrar.
*   **Google Books:** Te permite previsualizar partes del libro y ver las ediciones disponibles.
*   **Bibliotecas universitarias:** A menudo tienen acceso a catálogos extensos y ediciones académicas.

En resumen, **Farrar, Straus and Giroux** es una editorial muy probable que encuentres asociada a ""Three Films"".",0,contains(any(editoriales)),5.056,1,
539,P6,Dime alguna editorial que haya publicado el libro Monsieur,"Dalkey Archive Pr, Dalkey Archive Press, Editions de Minuit, Inostranka, Marion Boyars","El libro ""Monsieur"" de Marguerite Duras ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes países. Para darte una respuesta precisa, necesitaría saber a qué edición o país te refieres.

Sin embargo, te puedo mencionar algunas de las editoriales más destacadas que han publicado ""Monsieur"" en francés y en traducciones:

**En francés (original):**

*   **Éditions de Minuit:** Esta es la editorial original de muchas de las obras de Marguerite Duras, incluyendo ""Monsieur"".

**En español (traducciones):**

*   **Tusquets Editores:** Es una editorial muy conocida por publicar a Duras en español y es probable que hayan publicado ""Monsieur"".
*   **Anagrama:** Otra editorial importante en el panorama literario español que podría haber publicado este título.
*   **Alianza Editorial:** También es una editorial con un catálogo amplio que podría haber incluido ""Monsieur"".

**Para saber con certeza la editorial de una edición específica, te recomiendo:**

1.  **Buscar en librerías online:** Sitios como Amazon, Casa del Libro, Fnac, etc., te mostrarán la editorial al buscar el título.
2.  **Consultar bases de datos literarias:** Si tienes acceso a ellas, pueden ser muy útiles.
3.  **Revisar el colofón del libro:** Si ya tienes una copia, la información de la editorial estará al principio o al final del libro.

Si me dices en qué idioma te interesa o si tienes alguna otra pista, podré ser más específico.",1,contains(any(editoriales)),3.53,1,
540,P6,Dime alguna editorial que haya publicado el libro Wo ist Carlos Montúfar?,Rowohlt Taschenbuch Verla,"El libro ""Wo ist Carlos Montúfar?"" (¿Dónde está Carlos Montúfar?) fue publicado por la editorial **De Gruyter Oldenbourg**.",0,contains(any(editoriales)),0.823,1,
541,P6,Dime alguna editorial que haya publicado el libro Attack and Defence in Modern Chess Tactics,Routledge & Kegan Paul PLC,"El libro ""Attack and Defence in Modern Chess Tactics"" ha sido publicado por varias editoriales a lo largo de su historia, dependiendo de la edición y el idioma. Sin embargo, la editorial más reconocida y asociada con las ediciones más recientes y populares en inglés es:

*   **Quality Chess**

Quality Chess es una editorial escocesa muy respetada en el mundo del ajedrez, conocida por publicar libros de alta calidad sobre estrategia, táctica y aperturas.

Si estás buscando una edición específica o en otro idioma, es posible que encuentres otras editoriales. Pero si te refieres a la versión más común y accesible en la actualidad, **Quality Chess** es la respuesta principal.",0,contains(any(editoriales)),3.263,1,
542,P6,"Dime alguna editorial que haya publicado el libro Sentencia del Ayatola, La",Vergara Editor S.A.,"El libro ""Sentencia del Ayatola, La"" (originalmente ""The Satanic Verses"" en inglés) ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes países.

La editorial que publicó la **primera edición en inglés** fue:

*   **Viking Press** (en el Reino Unido)
*   **Viking Penguin** (en Estados Unidos)

Sin embargo, debido a la controversia y las prohibiciones, el libro ha sido publicado por otras editoriales en diferentes ediciones y traducciones.

Si te refieres a una edición específica en español, necesitaría saber la traducción o el país de publicación para darte una respuesta más precisa.

En general, si buscas una edición en español, es probable que la encuentres publicada por editoriales de renombre que se dedican a la traducción de literatura internacional.",0,contains(any(editoriales)),2.275,1,
543,P6,"Dime alguna editorial que haya publicado el libro Diario De Una, Ninformana",nan,"El libro ""Diario de una ninfómana"" ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes ediciones. Sin embargo, la editorial más conocida y asociada a la publicación original y a las ediciones más populares en español es:

*   **Ediciones B**

Es muy probable que si buscas el libro, encuentres ediciones de Ediciones B.",0,contains(any(editoriales)),2.153,1,
544,P6,Dime alguna editorial que haya publicado el libro Tercer libro de crónicas,DEBOLSILLO,"El ""Tercer libro de crónicas"" es una obra bíblica, y como tal, su publicación no se atribuye a una editorial específica en el sentido moderno.

Sin embargo, si te refieres a **ediciones modernas de la Biblia que incluyen el Tercer Libro de Crónicas**, entonces hay muchísimas editoriales que han publicado la Biblia en diferentes versiones y traducciones. Algunas de las editoriales más conocidas que publican Biblias en español son:

*   **Sociedades Bíblicas Unidas (SBU):** Son una organización internacional que se dedica a la traducción y distribución de la Biblia. Publican Biblias en una gran variedad de versiones y formatos.
*   **Editorial Vida:** Es una editorial cristiana muy reconocida que publica una amplia gama de materiales religiosos, incluyendo Biblias.
*   **Casa Creación:** Otra editorial importante en el ámbito cristiano que ofrece diversas ediciones de la Biblia.
*   **Clie (Comité de Literatura Evangélica):** Publican Biblias y otros libros cristianos.
*   **Ediciones Paulinas:** Aunque más enfocada en la tradición católica, también publican Biblias.
*   **Desclée De Brouwer:** Otra editorial con un catálogo amplio que incluye Biblias.

**Para saber qué editorial publicó una edición específica del ""Tercer libro de crónicas"" (o la Biblia completa que lo contiene), deberías mirar la portada, la contraportada o la página de derechos de autor del libro que tienes en tus manos.** Allí se indicará claramente la editorial y la versión o traducción utilizada.

En resumen, no hay una única ""editorial del Tercer libro de crónicas"", sino muchas editoriales que publican la Biblia completa, la cual incluye este libro.",0,contains(any(editoriales)),41.466,1,
545,P6,"Dime alguna editorial que haya publicado el libro O limite de Rudzky, e outras histórias",Caminho,"El libro ""O limite de Rudzky, e outras histórias"" de Rudzky fue publicado por la editorial **Companhia das Letras**.",0,contains(any(editoriales)),1.607,1,
546,P6,Dime alguna editorial que haya publicado el libro The Men who made the movies,"Atheneum, Elm Tree Books, I.R. Dee, Penguin Books, Limited","El libro ""The Men Who Made the Movies"" de Richard Schickel ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes ediciones.

La editorial más destacada y la que publicó la edición original y más conocida es:

*   **Atheneum Publishers**

También ha habido reediciones y ediciones en otros formatos publicadas por:

*   **Da Capo Press** (que a menudo reedita libros de Atheneum)
*   **Vintage Books** (para ediciones en rústica)

Por lo tanto, si buscas la edición más común y reconocida, **Atheneum Publishers** es la respuesta principal.",1,contains(any(editoriales)),4.458,1,
547,P6,Dime alguna editorial que haya publicado el libro Il bassotto e la regina,Einaudi,"El libro ""Il bassotto e la regina"" (El dachshund y la reina) ha sido publicado por varias editoriales a lo largo del tiempo y en diferentes ediciones.

Sin embargo, una de las editoriales más destacadas y que ha publicado ediciones recientes y reconocidas de este libro es:

*   **Salani Editore**

Es muy probable que si buscas una edición actual o fácilmente disponible, la encuentres bajo el sello de Salani Editore.

Si estás buscando una edición específica o más antigua, podría haber otras editoriales involucradas en publicaciones anteriores.",0,contains(any(editoriales)),2.927,1,
548,P6,Dime alguna editorial que haya publicado el libro Strażnik,Społeczny Instytut Wydawniczy Znak,"El libro ""Strażnik"" (El Guardián) fue publicado por la editorial polaca **Znak**.

Es importante mencionar que ""Strażnik"" es una novela de **Andrzej Sapkowski**, el mismo autor de la saga de ""The Witcher"".",0,contains(any(editoriales)),1.89,1,
549,P6,Dime alguna editorial que haya publicado el libro Cops and robbers,"Altea S a Ediciones, Collins Audio, Edizioni EL, Egmont Childrens Books, Greenwillow Books, Heinemann, Longman, Mammoth, Puffin Books, TempoReed, William Morrow","El libro ""Cops and Robbers"" ha sido publicado por varias editoriales a lo largo del tiempo, dependiendo de la edición y el país. Sin embargo, una de las editoriales más destacadas y asociadas con este título es:

*   **Penguin Books:** Esta es una editorial muy conocida y ha publicado diversas ediciones de ""Cops and Robbers"", a menudo como parte de colecciones de misterio o thrillers.

Es importante notar que si te refieres a una obra específica con ese título, podría haber otras editoriales involucradas. Si tienes más detalles sobre la edición que te interesa (por ejemplo, el autor, el año de publicación, o si es una adaptación), podría darte una respuesta más precisa.",0,contains(any(editoriales)),3.227,1,
